model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,in_features,hidden_features,hidden_layers,out_features,device,max_iters,fourier_features,scale
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1304.7274161751172,121.93974175035868,0.022127704694867134,3.2014918327331543,0.0001,3,32,3,1,cuda,1000,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,121.93974175035868,0.02958410046994686,3.2013161182403564,0.0001,3,32,3,1,cuda,1000,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1523.083453606091,121.93974175035868,0.026130834594368935,3.2032744884490967,0.0001,3,32,3,1,cuda,1000,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1270.3996232325135,121.93974175035868,0.02333838678896427,3.202451229095459,0.0001,3,32,3,1,cuda,1000,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1202.2760115984772,121.93974175035868,0.02341628633439541,3.200960159301758,0.0001,3,32,3,1,cuda,1000,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,121.93974175035868,0.027703315019607544,3.1996610164642334,0.0001,3,32,3,1,cuda,1000,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.040296603079,121.93974175035868,0.029855692759156227,3.208641767501831,0.0001,3,32,3,1,cuda,1000,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1482.1512691390562,121.93974175035868,0.025539128109812737,3.203948974609375,0.0001,3,32,3,1,cuda,1000,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,121.93974175035868,0.026783473789691925,3.205608606338501,0.0001,3,32,3,1,cuda,1000,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1383.0582028635374,121.93974175035868,0.02657821588218212,3.201870918273926,0.0001,3,32,3,1,cuda,1000,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1542.6365344189257,181.04804733727812,0.025712400674819946,5.3042755126953125,0.0001,3,32,3,1,cuda,2000,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1700.3480275267736,181.04804733727812,0.026560010388493538,5.306734800338745,0.0001,3,32,3,1,cuda,2000,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1442.8864559801707,181.04804733727812,0.024965332821011543,5.303767204284668,0.0001,3,32,3,1,cuda,2000,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1317.8052627175368,181.04804733727812,0.024167314171791077,5.300954818725586,0.0001,3,32,3,1,cuda,2000,32,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1386.975740200385,181.04804733727812,0.026630794629454613,5.301611661911011,0.0001,3,32,3,1,cuda,2000,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,181.04804733727812,0.027945272624492645,5.301852464675903,0.0001,3,32,3,1,cuda,2000,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1846.3538751359606,181.04804733727812,0.028730757534503937,5.304726600646973,0.0001,3,32,3,1,cuda,2000,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,181.04804733727812,0.027059471234679222,5.3025267124176025,0.0001,3,32,3,1,cuda,2000,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,181.04804733727812,0.026932967826724052,5.33574104309082,0.0001,3,32,3,1,cuda,2000,32,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,181.04804733727812,0.027552468702197075,5.322928428649902,0.0001,3,32,3,1,cuda,2000,32,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1030.997946211931,121.93974175035868,0.01766921579837799,6.3989646434783936,0.0001,3,32,3,1,cuda,2000,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1312.5638517612115,121.93974175035868,0.0218547061085701,6.398499488830566,0.0001,3,32,3,1,cuda,2000,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1513.431304645666,121.93974175035868,0.025590235367417336,6.401035785675049,0.0001,3,32,3,1,cuda,2000,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,906.4612028844545,121.93974175035868,0.01747502014040947,6.410568714141846,0.0001,3,32,3,1,cuda,2000,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,985.2981940783969,121.93974175035868,0.019884297624230385,6.400111436843872,0.0001,3,32,3,1,cuda,2000,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1252.535093498996,121.93974175035868,0.02273138239979744,6.398804664611816,0.0001,3,32,3,1,cuda,2000,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1832.6535752384539,121.93974175035868,0.028264546766877174,6.399648904800415,0.0001,3,32,3,1,cuda,2000,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1386.493961523176,121.93974175035868,0.024299953132867813,6.399681329727173,0.0001,3,32,3,1,cuda,2000,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1424.013320207915,121.93974175035868,0.02570621483027935,6.401474237442017,0.0001,3,32,3,1,cuda,2000,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6685491967871,121.93974175035868,0.027079876512289047,6.397749900817871,0.0001,3,32,3,1,cuda,2000,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,144.84529445180837,0.028161391615867615,0.3413352966308594,0.0001,3,32,4,1,cuda,100,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,144.84529445180837,0.04176719859242439,0.3428914546966553,0.0001,3,32,4,1,cuda,100,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,144.84529445180837,0.027388475835323334,0.34114885330200195,0.0001,3,32,4,1,cuda,100,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,144.84529445180837,0.027257181704044342,0.34244632720947266,0.0001,3,32,4,1,cuda,100,32,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,144.84529445180837,0.027864504605531693,0.3798511028289795,0.0001,3,32,4,1,cuda,100,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,144.84529445180837,0.0286359004676342,0.34133291244506836,0.0001,3,32,4,1,cuda,100,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,144.84529445180837,0.030271414667367935,0.34108448028564453,0.0001,3,32,4,1,cuda,100,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,144.84529445180837,0.06435565650463104,0.34526658058166504,0.0001,3,32,4,1,cuda,100,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,144.84529445180837,0.02714495174586773,0.3420991897583008,0.0001,3,32,4,1,cuda,100,32,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,144.84529445180837,0.02808297798037529,0.3420720100402832,0.0001,3,32,4,1,cuda,100,32,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,104.37003683995088,0.027995549142360687,0.3991127014160156,0.0001,3,32,4,1,cuda,100,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,104.37003683995088,0.030186884105205536,0.3941478729248047,0.0001,3,32,4,1,cuda,100,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,104.37003683995088,0.027194909751415253,0.39481163024902344,0.0001,3,32,4,1,cuda,100,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,104.37003683995088,0.027140462771058083,0.41241455078125,0.0001,3,32,4,1,cuda,100,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,104.37003683995088,0.027779845520853996,0.3946115970611572,0.0001,3,32,4,1,cuda,100,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,104.37003683995088,0.02805464155972004,0.43149876594543457,0.0001,3,32,4,1,cuda,100,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,104.37003683995088,0.03028154745697975,0.3962674140930176,0.0001,3,32,4,1,cuda,100,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,104.37003683995088,0.027226561680436134,0.4678163528442383,0.0001,3,32,4,1,cuda,100,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,104.37003683995088,0.027995210140943527,0.39657139778137207,0.0001,3,32,4,1,cuda,100,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,104.37003683995088,0.028057238087058067,0.46213626861572266,0.0001,3,32,4,1,cuda,100,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,144.84529445180837,0.02777642384171486,1.6923980712890625,0.0001,3,32,4,1,cuda,500,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,144.84529445180837,0.030209587886929512,1.6949093341827393,0.0001,3,32,4,1,cuda,500,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,144.84529445180837,0.027183815836906433,1.6907174587249756,0.0001,3,32,4,1,cuda,500,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,144.84529445180837,0.026939399540424347,1.712339162826538,0.0001,3,32,4,1,cuda,500,32,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,144.84529445180837,0.027229107916355133,1.6913015842437744,0.0001,3,32,4,1,cuda,500,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,144.84529445180837,0.028020024299621582,1.693134069442749,0.0001,3,32,4,1,cuda,500,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,144.84529445180837,0.03022192046046257,1.6903886795043945,0.0001,3,32,4,1,cuda,500,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,144.84529445180837,0.027257829904556274,1.6915593147277832,0.0001,3,32,4,1,cuda,500,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,144.84529445180837,0.027079550549387932,1.6906251907348633,0.0001,3,32,4,1,cuda,500,32,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,144.84529445180837,0.02752957120537758,1.6900606155395508,0.0001,3,32,4,1,cuda,500,32,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1605.273939508032,104.37003683995088,0.026553427800536156,1.960439920425415,0.0001,3,32,4,1,cuda,500,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,104.37003683995088,0.029852822422981262,1.9900095462799072,0.0001,3,32,4,1,cuda,500,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,104.37003683995088,0.026934519410133362,1.965397834777832,0.0001,3,32,4,1,cuda,500,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,104.37003683995088,0.02674904465675354,1.9615652561187744,0.0001,3,32,4,1,cuda,500,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1385.4737530852576,104.37003683995088,0.02631828561425209,1.9834020137786865,0.0001,3,32,4,1,cuda,500,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,104.37003683995088,0.02803589031100273,1.9653925895690918,0.0001,3,32,4,1,cuda,500,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,104.37003683995088,0.02985457330942154,1.9860951900482178,0.0001,3,32,4,1,cuda,500,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,104.37003683995088,0.02716594934463501,1.961498737335205,0.0001,3,32,4,1,cuda,500,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,104.37003683995088,0.02713102474808693,1.9655494689941406,0.0001,3,32,4,1,cuda,500,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6540968561746,104.37003683995088,0.02720682881772518,1.9612104892730713,0.0001,3,32,4,1,cuda,500,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,144.84529445180837,0.027704158797860146,3.378795862197876,0.0001,3,32,4,1,cuda,1000,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,144.84529445180837,0.0301095899194479,3.3776843547821045,0.0001,3,32,4,1,cuda,1000,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1493.4588091951139,144.84529445180837,0.02539297193288803,3.3799896240234375,0.0001,3,32,4,1,cuda,1000,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.7051212663152,144.84529445180837,0.026426855474710464,3.3787691593170166,0.0001,3,32,4,1,cuda,1000,32,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1291.6316045431727,144.84529445180837,0.025143282487988472,3.3799352645874023,0.0001,3,32,4,1,cuda,1000,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,144.84529445180837,0.027791978791356087,3.3781235218048096,0.0001,3,32,4,1,cuda,1000,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0226910245146,144.84529445180837,0.030207782983779907,3.384766101837158,0.0001,3,32,4,1,cuda,1000,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,144.84529445180837,0.02704659104347229,3.384430170059204,0.0001,3,32,4,1,cuda,1000,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.8972936014893,144.84529445180837,0.026797251775860786,3.3910534381866455,0.0001,3,32,4,1,cuda,1000,32,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6711768950804,144.84529445180837,0.0277030561119318,3.3770313262939453,0.0001,3,32,4,1,cuda,1000,32,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1618.4907298464693,104.37003683995088,0.026843084022402763,3.920710563659668,0.0001,3,32,4,1,cuda,1000,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1898.7340534011043,104.37003683995088,0.02911934070289135,3.9184508323669434,0.0001,3,32,4,1,cuda,1000,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1289.3023644055388,104.37003683995088,0.0222469512373209,3.9170610904693604,0.0001,3,32,4,1,cuda,1000,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,971.3013878430388,104.37003683995088,0.018797753378748894,3.9182701110839844,0.0001,3,32,4,1,cuda,1000,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1390.6575860734606,104.37003683995088,0.026790598407387733,3.9192161560058594,0.0001,3,32,4,1,cuda,1000,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1611.0550600840863,104.37003683995088,0.026671655476093292,4.067208766937256,0.0001,3,32,4,1,cuda,1000,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1708.140694287567,104.37003683995088,0.02670028619468212,3.9264986515045166,0.0001,3,32,4,1,cuda,1000,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.389654974063,104.37003683995088,0.027035316452383995,3.9202120304107666,0.0001,3,32,4,1,cuda,1000,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,104.37003683995088,0.02707168087363243,3.918754816055298,0.0001,3,32,4,1,cuda,1000,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1129.0165479626842,104.37003683995088,0.022762011736631393,3.916969060897827,0.0001,3,32,4,1,cuda,1000,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1280.7885251945281,144.84529445180837,0.021683944389224052,6.748705863952637,0.0001,3,32,4,1,cuda,2000,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1430.0290262612953,144.84529445180837,0.023538755252957344,6.766319751739502,0.0001,3,32,4,1,cuda,2000,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1482.3213243599398,144.84529445180837,0.02561807446181774,6.752686500549316,0.0001,3,32,4,1,cuda,2000,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1150.9005958730756,144.84529445180837,0.021651774644851685,6.748806476593018,0.0001,3,32,4,1,cuda,2000,32,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1084.840851688002,144.84529445180837,0.021815016865730286,6.750604629516602,0.0001,3,32,4,1,cuda,2000,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1497.2345018093206,144.84529445180837,0.025850703939795494,6.792132377624512,0.0001,3,32,4,1,cuda,2000,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1682.3436323418675,144.84529445180837,0.02666393667459488,6.767463684082031,0.0001,3,32,4,1,cuda,2000,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1443.2823259182564,144.84529445180837,0.025264009833335876,6.774580001831055,0.0001,3,32,4,1,cuda,2000,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1427.292814487115,144.84529445180837,0.02676187828183174,6.755820274353027,0.0001,3,32,4,1,cuda,2000,32,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1381.5440093708166,144.84529445180837,0.02679932862520218,6.750864028930664,0.0001,3,32,4,1,cuda,2000,32,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1011.2919568900602,104.37003683995088,0.018109889701008797,7.836735963821411,0.0001,3,32,4,1,cuda,2000,64,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1198.5321363579317,104.37003683995088,0.02089880034327507,7.8320417404174805,0.0001,3,32,4,1,cuda,2000,64,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1161.1853913048026,104.37003683995088,0.019814200699329376,7.857585906982422,0.0001,3,32,4,1,cuda,2000,64,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1043.0839386190596,104.37003683995088,0.020113861188292503,7.834403991699219,0.0001,3,32,4,1,cuda,2000,64,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,879.91195249749,104.37003683995088,0.018418097868561745,7.8685081005096436,0.0001,3,32,4,1,cuda,2000,64,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1404.0417241884204,104.37003683995088,0.024414194747805595,7.838678359985352,0.0001,3,32,4,1,cuda,2000,64,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1906.9866915578982,104.37003683995088,0.029823685064911842,7.833929538726807,0.0001,3,32,4,1,cuda,2000,64,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1220.1173182312584,104.37003683995088,0.02204536832869053,7.83472466468811,0.0001,3,32,4,1,cuda,2000,64,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1240.1298775832497,104.37003683995088,0.023438747972249985,7.83528470993042,0.0001,3,32,4,1,cuda,2000,64,20
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1174.5860433923192,104.37003683995088,0.023951906710863113,7.834523677825928,0.0001,3,32,4,1,cuda,2000,64,20
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1623.8610601259204,91.22576028622541,0.028487658128142357,0.27660512924194336,0.0001,3,64,2,1,cuda,100,32,10
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.4575750920349,91.22576028622541,0.031084414571523666,0.2765066623687744,0.0001,3,64,2,1,cuda,100,32,10
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.443610379016,91.22576028622541,0.02790839597582817,0.27799081802368164,0.0001,3,64,2,1,cuda,100,32,10
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1432.4259864980756,91.22576028622541,0.028294065967202187,0.27751660346984863,0.0001,3,64,2,1,cuda,100,32,10
FFNet,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1391.6770454212683,91.22576028622541,0.02813161537051201,0.27832770347595215,0.0001,3,64,2,1,cuda,100,32,10
FFNet,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1624.5717649242804,91.22576028622541,0.029271114617586136,0.2771155834197998,0.0001,3,64,2,1,cuda,100,32,20
FFNet,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1907.0273332914994,91.22576028622541,0.030841724947094917,0.2749800682067871,0.0001,3,64,2,1,cuda,100,32,20
FFNet,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1528.3868520958836,91.22576028622541,0.027869179844856262,0.27543115615844727,0.0001,3,64,2,1,cuda,100,32,20
FFNet,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1431.963248828648,91.22576028622541,0.02759520895779133,0.2748706340789795,0.0001,3,64,2,1,cuda,100,32,20
