model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,in_features,hidden_features,hidden_layers,out_features,device,max_iters,outermost_linear
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1504.1514639286313,336.5279366476023,0.022741084918379784,2.836442708969116,0.001,3,32,3,1,cuda,1000,True
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1206.1775905706158,336.5279366476023,0.02040216699242592,2.834979295730591,0.001,3,32,3,1,cuda,1000,True
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1127.090343143407,336.5279366476023,0.02035772055387497,2.8448784351348877,0.001,3,32,3,1,cuda,1000,True
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1095.4021149702978,336.5279366476023,0.020838575437664986,2.842449188232422,0.001,3,32,3,1,cuda,1000,True
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1444.157031772925,336.5279366476023,0.023362625390291214,2.8567962646484375,0.001,3,32,3,1,cuda,1000,False
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,2260.9598524305557,336.5279366476023,0.04080281779170036,2.8564114570617676,0.001,3,32,3,1,cuda,1000,False
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1418.2158634538152,336.5279366476023,0.023488923907279968,2.8562493324279785,0.001,3,32,3,1,cuda,1000,False
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1314.9144769180891,336.5279366476023,0.024202287197113037,2.8613131046295166,0.001,3,32,3,1,cuda,1000,False
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1274.237009234856,336.5279366476023,0.023730093613266945,2.8578548431396484,0.001,3,32,3,1,cuda,1000,False
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1265.44058656501,336.5279366476023,0.020700229331851006,5.6695215702056885,0.001,3,32,3,1,cuda,2000,True
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1503.2203776041667,336.5279366476023,0.022690851241350174,5.670949935913086,0.001,3,32,3,1,cuda,2000,True
