model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,sample_fraction,max_iters,outermost_linear,first_omega_zero,hidden_omega_zero,original_psnr
SIREN,40,outer/12-2_3-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,284.7757985065261,22.721758502896183,0.0058101643808186,5.962095499038696,0.001,128,3,0.2,2000,True,100,45,35.65248470479498
SIREN,41,outer/12-2_4-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,310.53305670599065,22.721758502896183,0.0067608677782118,5.965658664703369,0.001,128,3,0.2,2000,True,100,45,35.276437104997484
SIREN,42,outer/12-2_5-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,201.39065376087683,22.721758502896183,0.0044438201002776,5.969645261764526,0.001,128,3,0.2,2000,True,100,45,37.15712237039376
SIREN,43,outer/12-2_6-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,179.02248969837683,22.721758502896183,0.0037800187710672,5.963297605514526,0.001,128,3,0.2,2000,True,100,45,37.6684395612027
SIREN,44,outer/12-2_7-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,201.93002870858436,22.721758502896183,0.0046860738657414,5.961019277572632,0.001,128,3,0.2,2000,True,100,45,37.14550641746617
SIREN,45,outer/12-2_8-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,274.3776041666667,22.721758502896183,0.0056245354935526,5.948977470397949,0.001,128,3,0.2,2000,True,100,45,35.81402889195121
SIREN,46,outer/12-2_9-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,222.3686529974063,22.721758502896183,0.0042956504039466,5.941685914993286,0.001,128,3,0.2,2000,True,100,45,36.72677983436958
SIREN,47,outer/12-2_10-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,172.9624592118474,22.721758502896183,0.003899652743712,5.9536120891571045,0.001,128,3,0.2,2000,True,100,45,37.817996972356624
SIREN,48,outer/12-2_11-1/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_2.npy,221.9430966051707,22.721758502896183,0.004750947933644,5.961360216140747,0.001,128,3,0.2,2000,True,100,45,36.73509907641376
SIREN,49,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_3.npy,425.3003171540328,22.721758502896183,0.0094195557758212,5.947688579559326,0.001,128,3,0.2,2000,True,100,45,33.91055842191804
