lr,hidden_features,hidden_layers,max_iters,outermost_linear,hidden_omega_zero,first_omega_zero,original_mse,compression_ratio,transformed_mse,training_time,original_psnr,model
0.001,256,4,2000,True,30,80,23.42513308442102,3.8504960811851583,0.00015814966100148172,68.42674407958984,48.455933496538755,SIREN
0.001,256,4,2000,True,30,100,25.079581084755688,3.8504960811851583,9.368116152469656e-05,68.38729367256164,49.71618394753479,SIREN
0.001,256,4,2000,True,30,120,21.89490331116131,3.8504960811851583,0.00014495728100881211,68.40835781097412,48.3959763873645,SIREN
0.001,256,4,2000,True,30,150,109.79223796226572,3.8504960811851583,0.00046710516726306515,68.39536151885986,46.01534250104339,SIREN
0.001,256,4,2000,True,30,200,12.830747469042837,3.8504960811851583,8.314217411678898e-05,68.39547548294067,50.88142105828694,SIREN
0.001,256,4,2000,True,45,80,120.12863432898261,3.8504960811851583,0.0006595683473278557,68.39420261383057,42.55927623720932,SIREN
0.001,256,4,2000,True,45,100,29.343764380438422,3.8504960811851583,8.64345514855665e-05,68.41316871643066,47.701345176066766,SIREN
0.001,256,4,2000,True,45,120,907.2860345025936,3.8504960811851583,0.013646286430594021,68.41469368934631,34.02617006092087,SIREN
0.001,256,4,2000,True,45,150,526.0841898845381,3.8504960811851583,0.007040216676250532,68.49423632621765,39.27237439082593,SIREN
0.001,256,4,2000,True,45,200,984.2647331513556,3.8504960811851583,0.01614904016023496,68.42242197990417,32.393457816896095,SIREN
