model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,outermost_linear,original_psnr
AlternatingModel,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,26964.83132530121,22.721758502896183,0.4629617035388946,1.162961483001709,0.001,128,3,100,False,15.88953840802283
AlternatingModel,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,12099.06685727284,22.721758502896183,0.5514639019966125,1.1626253128051758,0.001,128,3,100,False,19.36999672199785
AlternatingModel,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,43525.45879873661,22.721758502896183,0.5427206158638,1.161918878555298,0.001,128,3,100,False,13.810081910866366
AlternatingModel,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1270.262880950887,22.721758502896183,0.0199251975864171,5.788837194442749,0.001,128,3,500,True,29.15857941250469
AlternatingModel,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1601.016998985525,22.721758502896183,0.0234472323209047,5.788918972015381,0.001,128,3,500,True,28.153556056507767
AlternatingModel,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1435.1322398970883,22.721758502896183,0.0402331240475177,5.803805351257324,0.001,128,3,500,True,28.628596278981053
AlternatingModel,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1108.6578867553546,22.721758502896183,0.019326439127326,5.78978705406189,0.001,128,3,500,True,29.74953997943721
AlternatingModel,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1148.7681062792838,22.721758502896183,0.0219039637595415,5.789029359817505,0.001,128,3,500,True,29.595191791975488
AlternatingModel,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,54066.01269792712,22.721758502896183,0.50146484375,5.798280239105225,0.001,128,3,500,False,12.86827206695449
AlternatingModel,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,35041.37765253723,22.721758502896183,0.5211255550384521,5.798448801040649,0.001,128,3,500,False,14.751703766382406
AlternatingModel,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,28761.93318979041,22.721758502896183,0.4945647716522217,5.799965143203735,0.001,128,3,500,False,15.609334756291766
AlternatingModel,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,34528.85248284806,22.721758502896183,0.499900221824646,5.7975897789001465,0.001,128,3,500,False,14.815694033353317
AlternatingModel,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,33660.77035354962,22.721758502896183,0.5130250453948975,5.796901226043701,0.001,128,3,500,False,14.926274978382963
AlternatingModel,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,863.5808716637383,22.721758502896183,0.0142629640176892,11.575978755950928,0.001,128,3,1000,True,30.8344853463117
AlternatingModel,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,1275.6810915537149,22.721758502896183,0.0188855864107608,11.576759099960327,0.001,128,3,1000,True,29.140094304077238
AlternatingModel,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,899.4361822289156,22.721758502896183,0.0150536531582474,11.57807970046997,0.001,128,3,1000,True,30.65781194525279
AlternatingModel,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,875.8013067896586,22.721758502896183,0.0153992203995585,11.57402491569519,0.001,128,3,1000,True,30.773459598964656
AlternatingModel,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,882.0333704610107,22.721758502896183,0.0167623814195394,11.576749086380005,0.001,128,3,1000,True,30.742665324188092
AlternatingModel,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,31564.51554002468,22.721758502896183,0.5282319188117981,11.594944953918455,0.001,128,3,1000,False,15.205524207114664
