model,data_sample,file_name,original_mse,compression_ratio,transformed_mse,training_time,lr,hidden_features,hidden_layers,max_iters,outermost_linear,first_omega_zero,hidden_omega_zero,original_psnr
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,465.20621548694777,22.721758502896183,0.0081296982243657,20.254154443740845,0.001,128,3,2000,True,45,100,33.52106040187783
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,349.72202612533465,22.721758502896183,0.0059790504164993,20.25715923309326,0.001,128,3,2000,True,45,100,34.76028562944983
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,349.32314413905624,22.721758502896183,0.0059725455939769,20.251940488815308,0.001,128,3,2000,True,60,15,34.765241883258355
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,413.06576435952144,22.721758502896183,0.0067859403789043,20.253957986831665,0.001,128,3,2000,True,60,15,34.03732347414046
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,351.8925702811245,22.721758502896183,0.0062481053173542,20.254312753677368,0.001,128,3,2000,True,60,15,34.73341451354953
SIREN,4,outer/12-2_3-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,300.09814126296857,22.721758502896183,0.0060743396170437,20.263073682785038,0.001,128,3,2000,True,60,15,35.424882432513876
SIREN,5,outer/12-2_4-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,311.3163016649933,22.721758502896183,0.0062474375590682,20.25566053390503,0.001,128,3,2000,True,60,15,35.26549686234947
SIREN,1,outer/12-2_0-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,329.4061754831827,22.721758502896183,0.0057287751697003,20.252894163131717,0.001,128,3,2000,True,60,30,35.02019811999143
SIREN,2,outer/12-2_1-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,418.1842578647925,22.721758502896183,0.0067246905528008,20.25361967086792,0.001,128,3,2000,True,60,30,33.98383868566482
SIREN,3,outer/12-2_2-0/AuAu200_170kHz_10C_Iter2_3001.xml_TPCMLDataInterface_1.npy,353.4727006986278,22.721758502896183,0.0062824473716318,20.254016399383545,0.001,128,3,2000,True,60,30,34.71395670644811
